tweet_id,review_text,hs,m_hs,annotation_id,created_at,updated_at,phase,lead_time,annotator_name,source,split_hs,split_m_hs
1473617386062364928,"@TwitterUser Sei froh drum. Sonst wärst Du heute nicht da, wo Du bist.",0,0,4551,2022-03-22T11:40:26.072905Z,2022-03-22T11:40:26.072927Z,3,6.138,0,gmhp7k,test,train
1272628737473904896,"@TwitterUser Junge, bin ich derjeniche der herkommt und Scheiße baut oder du??? Des is ned mei Ferd, des ghört meiner Mudda. Hab ich scho xmal gsacht!!!",0,0,4550,2022-03-22T11:40:19.092243Z,2022-03-22T11:40:19.092260Z,3,73.021,0,gmhp7k,train,train
1477942983102243072,"@TwitterUser Glaub mir, ich sah besser aus.",0,0,4549,2022-03-22T11:39:04.898788Z,2022-03-22T11:39:04.898808Z,3,3.187,0,gmhp7k,train,train
hasoc_de_3022,"@TwitterUser Wieso erinnert mich das an Biedermann und die Brandstifter? 😈  Sobald der radikal religiöse Spinner dann Menschen getötet hat, war das natürlich nicht absehbar und niemand übernimmt Verantwortung dafür... Konnte niemand ahnen...",0,0,4547,2022-03-22T11:37:22.453515Z,2022-03-22T11:37:22.453537Z,3,67.873,0,hasoc_2019,test,train
1476851269310554112,"@TwitterUser Hallo, Du Grünenwähler!",0,0,4546,2022-03-21T22:34:17.433266Z,2022-03-21T22:34:17.433282Z,3,4.427,0,gmhp7k,train,train
1411939633689207040,"@TwitterUser Tempolimit ja , damit die rasenden Ausländer hier mal richtig zur Kasse gebeten werden.",0,0,4544,2022-03-21T22:34:03.844653Z,2022-03-21T22:34:03.844670Z,3,7.198,0,gmhp7k,train,train
1481182334951084032,@TwitterUser Wie oft sind die wohl vom Wickeltisch gefallen?,1,0,4543,2022-03-21T22:33:56.035369Z,2022-03-21T22:33:56.035384Z,3,13.526,0,gmhp7k,train,val
1443566712746429952,@TwitterUser Ich komme und bringe noch 2 Bagger mit.,0,0,4542,2022-03-21T22:33:41.790389Z,2022-03-21T22:33:41.790406Z,3,3.79,0,gmhp7k,train,train
1330530516924293120,@TwitterUser Jörg bester Mann,0,0,4541,2022-03-21T22:33:37.366866Z,2022-03-21T22:33:37.366884Z,3,3.049,0,gmhp7k,test,train
1479047140181786880,@TwitterUser Staatsfunk halt 🤷‍♂️,0,0,4540,2022-03-21T22:33:33.628387Z,2022-03-21T22:33:33.628404Z,3,3.523,0,gmhp7k,train,train
1482477570465615872,@TwitterUser Die Welt ist komplex.,0,0,4539,2022-03-21T22:33:29.476915Z,2022-03-21T22:33:29.476933Z,3,3.453,0,gmhp7k,train,train
1424673365739154944,@TwitterUser Nee die konnte mit Greta und der reemtsma in neuen designerklamotten per Heli eingeflogen.,0,0,4538,2022-03-21T22:33:25.070769Z,2022-03-21T22:33:25.070785Z,3,62.613,0,gmhp7k,train,train
1132317531719569024,@TwitterUser halt mal die fresse,1,0,4537,2022-03-21T22:32:21.745007Z,2022-03-21T22:32:21.745031Z,3,7.43,0,gmhp7k,train,train
1097282404224561155,@TwitterUser Schmeißt das Pack raus. Alle wie die da sind,1,0,4536,2022-03-21T22:32:13.624842Z,2022-03-21T22:32:13.624861Z,3,6.457,0,10.1016/j.osnem.2020.100071,train,train
1394020822008930048,@TwitterUser Hoffentlich verschwinden die grünen Gebiete irgendwann komplett.,0,0,4535,2022-03-21T22:32:05.875876Z,2022-03-21T22:32:05.875894Z,3,7.18,0,gmhp7k,test,test
1462114606525074944,"@TwitterUser Bin Europäer, daher ists mir egal 🥳",0,0,4534,2022-03-21T22:31:57.979110Z,2022-03-21T22:31:57.979132Z,3,4.619,0,gmhp7k,test,train
1433848632894184960,@TwitterUser Es gibt leider auch ein Recht auf Dummschwätzerei.,0,0,4533,2022-03-21T22:31:52.806387Z,2022-03-21T22:31:52.806403Z,3,5.177,0,gmhp7k,train,train
1390978800545112064,"@TwitterUser Wird Zeit das sich die Mutti2 von euch distanziert, grüne Alternative jugend",1,1,4532,2022-03-21T22:31:27.575529Z,2022-03-21T22:31:43.281117Z,3,2669.905,0,gmhp7k,train,train
hasoc_de_2746,Wir hatten schon mal so ein  Netzwerk in Deutschland. Hieß damals noch .,0,0,4531,2022-03-21T22:31:12.131153Z,2022-03-21T22:31:12.131176Z,3,7.319,0,hasoc_2019,train,train
hasoc_de_1871,So sehen Großveranstaltungen 2019 in Deutschland aus...stadtfest abgesagt..die muselß wollen ja nicht..dafür grössen fest der musels.. ich könnt🤮🤮🤮,1,0,4530,2022-03-21T22:31:04.079775Z,2022-03-21T22:31:04.079800Z,3,22.063,0,hasoc_2019,train,train
1245296286343089920,@TwitterUser Ich wäre fast auf diesen Aprilscherz reingefallen,0,0,4529,2022-03-21T22:30:41.262233Z,2022-03-21T22:30:41.262251Z,3,4.904,0,gmhp7k,train,test
1476531458634391555,@TwitterUser Und warum hat sich die USA jetzt nach ihrem inhaltlichen Verständnis so bei der Janssen-Zulassung vertan?,0,0,4528,2022-03-21T22:30:35.711963Z,2022-03-21T22:30:35.711988Z,3,10.606,0,gmhp7k,train,train
1173306640839380992,Fahrradbubble angespannt,0,0,4527,2022-03-21T22:30:24.379831Z,2022-03-21T22:30:24.379856Z,3,11.559,0,gmhp7k,train,test
1424474722654425088,@TwitterUser Brandstiftung ist keine Klimakrise.,0,0,4526,2022-03-21T22:29:45.907813Z,2022-03-21T22:29:45.907829Z,3,6.911,0,gmhp7k,test,train
1473613419685335040,"@TwitterUser Ja, aber noch 50 Jahren können sich auch Afrikaner mal zusammenreißen. Unser Zweiter Weltkrieg mit Konflikten, Nationalismus, Spaltung und Armut ist schließlich auch nicht viel länger her.",0,0,4525,2022-03-21T22:29:38.215189Z,2022-03-21T22:29:38.215205Z,3,28.189,0,gmhp7k,train,train
1283073466028175104,@TwitterUser Wir wissen was gut für dich ist,0,0,4524,2022-03-21T22:29:09.090261Z,2022-03-21T22:29:09.090278Z,3,4.989,0,gmhp7k,train,train
1476465699753279489,@TwitterUser Eh hallo?? Was soll das hier🕵🕵,0,0,4523,2022-03-21T22:29:03.409425Z,2022-03-21T22:29:03.409442Z,3,4.13,0,gmhp7k,train,train
1457395804818259968,@TwitterUser Der bekommt wohl gerade mega Anschiss von seinen Eltern,0,0,4522,2022-03-21T22:28:58.620078Z,2022-03-21T22:28:58.620102Z,3,5.292,0,gmhp7k,train,train
1232637076694322944,Einmal Pizza Corona zum Mitnehmen,0,0,4521,2022-03-21T22:28:52.747963Z,2022-03-21T22:28:52.747978Z,3,3.682,0,gmhp7k,test,train
1478436621552865024,@TwitterUser wenn ich lecker esse rieche ist mir physik auch immer egal,0,0,4520,2022-03-21T22:28:48.421355Z,2022-03-21T22:28:48.421371Z,3,5.839,0,gmhp7k,train,train
1478762495334572032,"neuer nutzer, immer gut drauf und immer nett zu allen",0,0,4519,2022-03-21T22:28:41.960073Z,2022-03-21T22:28:41.960095Z,3,5.771,0,gmhp7k,train,train
hasoc_de_1674,na geht doch Blau Bergauf👍👍👍  Frage mich nur welche doofen grün wählen??🤔  bestimmt der Bleistift angesetzt um das zu bewerkstelligen😡,0,0,4518,2022-03-21T22:28:35.516315Z,2022-03-21T22:28:35.516330Z,3,12.531,0,hasoc_2019,train,train
1131320818284281984,@TwitterUser Scheiss deutsche Politiker! Mehr gibt es wohl nicht dazu zu sagen!,1,0,4516,2022-03-21T22:28:11.562330Z,2022-03-21T22:28:11.562346Z,3,18.843,0,gmhp7k,train,train
1414161031920762880,@TwitterUser Die baerziege holt max. 10 %.,1,0,4515,2022-03-21T22:27:51.994785Z,2022-03-21T22:27:51.994803Z,3,19.046,0,gmhp7k,val,train
1271570284705956096,"@TwitterUser Junge, was ein Leiffels-Move",0,0,4514,2022-03-21T22:27:32.178774Z,2022-03-21T22:27:32.178791Z,3,33.12,0,gmhp7k,train,train
1481271951968583936,"@TwitterUser Ich glaube eher, dass sich keiner vorstellen kann die Olle zu schwängern. Besser so, dass sich solche Schwachmaten nicht fortpflanzen 🤡",1,1,4513,2022-03-21T22:26:57.903321Z,2022-03-21T22:26:57.903338Z,3,12.988,0,gmhp7k,train,train
1419670562817942016,@TwitterUser Gibt es Rassismus gegen N-Wörter?,0,0,4512,2022-03-21T22:26:44.123868Z,2022-03-21T22:26:44.123890Z,3,4.789,0,gmhp7k,train,train
1414226306707993088,@TwitterUser Bitte abschieben den Schlingel,1,0,4511,2022-03-21T22:26:38.621952Z,2022-03-21T22:26:38.621971Z,3,6.595,0,gmhp7k,test,train
1480535940636545024,@TwitterUser Und was wird aus dem Vater?,0,0,4510,2022-03-21T22:26:31.148299Z,2022-03-21T22:26:31.148317Z,3,5.168,0,gmhp7k,train,train
1477911521212748032,@TwitterUser Warum überhaupt Licht?,0,0,4509,2022-03-21T22:26:25.400818Z,2022-03-21T22:26:25.400836Z,3,4.322,0,gmhp7k,val,train
1110232251726471173,@TwitterUser Kirvhen gehören an den pranger !,1,0,4508,2022-03-21T22:26:20.351809Z,2022-03-21T22:26:20.351834Z,3,7.999,0,10.1016/j.osnem.2020.100071,train,train
1133113396713479936,fickt jeden eurer SIE tweets in den arsch,1,0,4507,2022-03-21T22:26:11.646193Z,2022-03-21T22:26:11.646213Z,3,17.409,0,gmhp7k,train,train
1469939443834446080,frisch aus der twitter 12 stunden isolationshaft; weil menschen keinen scheiß humor haben.,0,0,4506,2022-03-21T22:25:53.524684Z,2022-03-21T22:25:53.524707Z,3,9.394,0,gmhp7k,train,train
1479418170930864128,@TwitterUser Bau dauert zu lange? Die Kraftwerke stehen schon und könnten betrieben werden. Stattdessen wurden/werden sie abgeschaltet.,0,0,4505,2022-03-21T22:25:43.443017Z,2022-03-21T22:25:43.443037Z,3,10.844,0,gmhp7k,train,train
1461029790291534080,"warte, was haben die juden jetzt damit zu tun? was hab ich verpasst?",0,0,4504,2022-03-21T22:25:31.875532Z,2022-03-21T22:25:31.875548Z,3,7.782,0,gmhp7k,train,train
hasoc_de_3132,"@TwitterUser Genau! Das ist eine Verunglimpfung im höchsten Grade, da im Parlament geschehen!  Und was dort in den Reihen der Linken und Grünen für geistig unfähige Abgeordnete sitzen, hat man am Beifall gesehen, eine steht sogar auf👎Schäuble tat sich sichtlich schwer mit dem Ordnungsruf😡",0,0,4503,2022-03-21T22:25:22.923092Z,2022-03-21T22:25:22.923114Z,3,43.707,0,hasoc_2019,train,train
1258742750897470976,@TwitterUser Rayk Anders gefällt das,0,0,4502,2022-03-21T22:21:23.572934Z,2022-03-21T22:21:23.572951Z,3,4.881,0,gmhp7k,train,train
1473631573325065984,@TwitterUser Sozialismus bedingt zwangsläufig eine Einparteiendiktatur.,0,0,4501,2022-03-21T22:21:18.034030Z,2022-03-21T22:21:18.034050Z,3,5.683,0,gmhp7k,train,train
1088422191836921856,"@TwitterUser Anwältin, Professor u GRÜNE-M,  versuchen die Taten, die Migranten begehen zu relativieren und verniedlichen. Das ist eine Schande. Jeder weiß, dass diese Messer-Taten einer Kultur zu eigen sind: ISLAM. Das muss man benennen und auch so verurteilen, und diese Menschen abschieben.",1,0,4500,2022-03-21T22:21:11.640748Z,2022-03-21T22:21:11.640765Z,3,83.367,0,10.1016/j.osnem.2020.100071,train,train
1481202751812026112,"@TwitterUser Die Woketards nehmen sich selbst ausm Genpool, I like 👍🏻",1,0,4499,2022-03-21T22:19:47.682345Z,2022-03-21T22:19:47.682364Z,3,103.323,0,gmhp7k,train,train
1461782267378994944,@TwitterUser Bin doppelt geimpft du Kaschbar und was morgen in Wien passiert geht mir am Arsch vorbei😉,0,0,4498,2022-03-21T22:18:03.606860Z,2022-03-21T22:18:03.606883Z,3,21.304,0,gmhp7k,train,train
1483362267295100928,"@TwitterUser Schon komisch. Dabei sind es die Wessis, die Gender-Sternchen und Islamismus wählen.",1,0,4497,2022-03-21T22:17:41.682391Z,2022-03-21T22:17:41.682407Z,3,31.933,0,gmhp7k,train,train
1475758858467680000,muss mir gattaca nochmal anschauen,0,0,4496,2022-03-21T22:17:09.026217Z,2022-03-21T22:17:09.026234Z,3,6.762,0,gmhp7k,train,train
1482685462380794112,@TwitterUser Meistens ja. Es ist halt eine Frage von Wertvorstellungen.,0,0,4495,2022-03-21T22:17:01.681733Z,2022-03-21T22:17:01.681750Z,3,6.99,0,gmhp7k,train,train
1481319978561327104,@TwitterUser Guter Mann 👍,0,0,4494,2022-03-21T22:16:53.892485Z,2022-03-21T22:16:53.892507Z,3,1.698,0,gmhp7k,train,train
1475444286229561088,man kennt es,0,0,4493,2022-03-21T22:16:51.672407Z,2022-03-21T22:16:51.672431Z,3,2.183,0,gmhp7k,train,train
1476345650337959937,während er sich wie eine hoe aufführt lese ich alte chats was soll das,1,0,4492,2022-03-21T22:16:48.965949Z,2022-03-21T22:16:48.965967Z,3,57.229,0,gmhp7k,train,train
1127483176929116032,"@TwitterUser So ist es, der Islam ist keine Religion des Friedens!",0,0,4491,2022-03-21T22:12:27.924881Z,2022-03-21T22:12:27.924898Z,3,29.644,0,gmhp7k,train,train
1447614454926041088,@TwitterUser Menschen als Abfall zu bezeichnen hat was von Entmenschlichung,0,0,4490,2022-03-21T22:11:57.520839Z,2022-03-21T22:11:57.520855Z,3,8.168,0,gmhp7k,train,train
1433874697582693888,@TwitterUser Dss ist mehr deine Auswahl.ihr wollt die Stalinisten in der Regierung haben.,0,0,4489,2022-03-21T22:11:48.680969Z,2022-03-21T22:11:48.680987Z,3,23.262,0,gmhp7k,train,test
1473597852232389120,"@TwitterUser Hat ja auch keiner bestritten. Und waren die Europäer damals unterwickelter, weil die Chinesen und Araber uns unterdrückt und ausgebeutet haben?",0,0,4488,2022-03-21T22:11:24.584712Z,2022-03-21T22:11:24.584736Z,3,22.504,0,gmhp7k,train,train
1481283314631773952,@TwitterUser 😂😂😂😂 .. Nicht jeder sollte sich Reproduzieren...,1,0,4486,2022-03-21T22:05:46.562167Z,2022-03-21T22:05:46.562184Z,3,11.044,0,gmhp7k,train,train
1481282009473466112,@TwitterUser Nicht jede(r) sollte sich fortpflanzen. Q.e.d.,1,0,4485,2022-03-21T22:05:34.871764Z,2022-03-21T22:05:34.871781Z,3,87.775,0,gmhp7k,train,train
1481325431936758016,"@TwitterUser Das ist gut so, so etwas muss sich nicht fortpflanzen.",1,0,4483,2022-03-21T22:02:30.996534Z,2022-03-21T22:02:30.996552Z,3,13.437,0,gmhp7k,train,train
1461707497778123008,"@TwitterUser Bin selbst weiß, darum stört es nicht und Wongls Natzi-Gumbels, die sofort vor seiner Tür stehen wenn er nur einen Anruf macht, werdens feiern, seh also kein Problem dabei",0,0,4482,2022-03-21T22:02:05.470688Z,2022-03-21T22:02:05.470706Z,3,42.614,0,gmhp7k,train,train
1481397545461027072,"@TwitterUser Besser ist es. Man kann nur Danke sagen, dass sich so etwas nicht noch fortpflanzt. 😂",1,0,4481,2022-03-21T22:01:22.088795Z,2022-03-21T22:01:22.088813Z,3,17.335,0,gmhp7k,train,train
1438977050010862080,@TwitterUser Das grenzt schon an kindesmissbrauch.,0,0,4480,2022-03-21T22:01:03.807584Z,2022-03-21T22:01:03.807604Z,3,6.748,0,gmhp7k,train,train
1473621206448452096,@TwitterUser Meine Argumente sind ganz einfach: Die westliche Zivilisation ist die beste Zivilisation der Geschichte. Ich würde sie gerne erhalten. Über Verbesserungen kann man immer reden.,0,0,4479,2022-03-21T22:00:56.182009Z,2022-03-21T22:00:56.182025Z,3,11.426,0,gmhp7k,train,train
1481189185222554112,"@TwitterUser Ist auch besser so, wenn diese beiden keine Kinder haben!",1,0,4475,2022-03-21T21:37:45.147904Z,2022-03-21T21:37:45.147927Z,3,30.927,0,gmhp7k,train,train
1481260092037213952,@TwitterUser Anny und Isi merken bestimmt auch bald das Sie eigentlich Männer sein wollen😂😂😂,0,0,4474,2022-03-21T21:37:13.289488Z,2022-03-21T21:37:13.289506Z,3,30.611,0,gmhp7k,train,train
1128390300026790016,ich hasse meine eltern ohne spass diese dummen hurensohne ich bin fucking 14 und die heulen rum wenn ich EINE fuxki…,1,0,4471,2022-03-21T21:32:16.690012Z,2022-03-21T21:32:16.690036Z,3,121.313,0,gmhp7k,train,val
1125175575742680960,@TwitterUser dann bin ich eben ein stolzer hurensohn,0,0,4470,2022-03-21T21:30:14.522694Z,2022-03-21T21:30:14.522717Z,3,10.211,0,gmhp7k,train,val
1227886396125348096,"@TwitterUser Furchtbar, werte/r Kolleg:In. Diese Sörens und Maltes sind die schlimmsten. Ich regle das mit Schellen und Nachsitzen.",1,0,4469,2022-03-21T21:30:03.422275Z,2022-03-21T21:30:03.422302Z,3,87.516,0,gmhp7k,val,train
1461239562387217920,@TwitterUser Alte graue Frauen machen Die Welt auch nicht besser.,0,0,4468,2022-03-21T21:28:35.115472Z,2022-03-21T21:28:35.115489Z,3,14.892,0,gmhp7k,train,train
1481327326671560960,@TwitterUser Die tun der Welt und ihren Kindern einen Gefallen indem sie keine kriegen :),1,0,4467,2022-03-21T21:28:19.467169Z,2022-03-21T21:28:19.467188Z,3,105.213,0,gmhp7k,train,test
1081237454009630720,"@TwitterUser tja, Japaner sind ja auch im Gegensatz zu illegaler invasoren diszipliniert und fleissig!",1,0,4466,2022-03-21T21:26:32.931352Z,2022-03-21T21:26:32.931376Z,3,122.63,0,10.1016/j.osnem.2020.100071,train,train
hasoc_de_3588,@TwitterUser Ja..die wollen doch rotrotgrün...so isses halt dann....alles geht nicht...auch nicht im grünrotromantischen kosmos,0,0,4465,2022-03-21T14:34:17.390865Z,2022-03-21T14:34:17.390888Z,3,7.767,1,hasoc_2019,train,train
1458169098819485952,@TwitterUser Keine Aufnahme   die EU darf sich nicht erpressen lassen.,0,0,4464,2022-03-21T14:34:08.916210Z,2022-03-21T14:34:08.916227Z,3,4.213,1,gmhp7k,train,train
1477738296684027904,"@TwitterUser Werd ich nicht. Dagegen spricht schon der Katholizismus und der Wert, den Polen auf Religion legen.",0,0,4463,2022-03-21T14:34:03.937835Z,2022-03-21T14:34:03.937851Z,3,8.568,1,gmhp7k,train,val
1476542525590716424,@TwitterUser Fuckk alter. Redet miteinander?,0,0,4461,2022-03-21T14:33:40.408185Z,2022-03-21T14:33:40.408201Z,3,3.924,1,gmhp7k,train,train
1481358777303678976,@TwitterUser Vollzeitaktivistin aha...also ein anderes Wort für faul und Arbeitsscheu 🤷,1,0,4460,2022-03-21T14:33:35.613822Z,2022-03-21T14:33:35.613838Z,3,7.536,1,gmhp7k,train,train
1478758846076177920,jetzt sag was zu homoehen.,0,0,4459,2022-03-21T14:33:27.312385Z,2022-03-21T14:33:27.312399Z,3,6.878,1,gmhp7k,train,test
1438489475538211072,"@TwitterUser Bei Lukaschenko ist es so schön,  da will die bestimmt nicht wiederkommen.",0,0,4458,2022-03-21T14:33:19.575132Z,2022-03-21T14:33:19.575147Z,3,4.715,1,gmhp7k,train,train
1447591112730894080,@TwitterUser Einen herzlichen schwäbischen Gruß.,0,0,4457,2022-03-21T14:33:14.016521Z,2022-03-21T14:33:14.016546Z,3,2.263,1,gmhp7k,test,train
1476462302249508866,"@TwitterUser Also wer grüne ""Natur ist gut"" Leute pauschal Richtung Rechtsextrem schiebt, müsst wissen, dass man sich damit irgendwie angreifbar macht und an sich berechtigte Klagen über Beleidigungen ein Gschmäckle bekommen. Nach dem Motto ""Ich bin ja der Gute, ich darf mehr...""",0,0,4456,2022-03-21T14:33:10.585362Z,2022-03-21T14:33:10.585385Z,3,23.436,1,gmhp7k,val,train
1476228954491170825,@TwitterUser Karma is a bitch! 👍 Gönn dir ✌️😂,0,0,4455,2022-03-21T14:32:46.328265Z,2022-03-21T14:32:46.328279Z,3,6.993,1,gmhp7k,train,train
1477559546503740928,"@TwitterUser Jo mei. Es ist Winter. Man muss nehmen, was man bekommt.",0,0,4454,2022-03-21T14:32:38.573311Z,2022-03-21T14:32:38.573326Z,3,3.849,1,gmhp7k,train,train
1259932768395496960,@TwitterUser Deepthroat glaube ich,0,0,4453,2022-03-21T14:32:33.862189Z,2022-03-21T14:32:33.862205Z,3,4.873,1,gmhp7k,test,train
1476345910900793346,@TwitterUser bra das ist pussy,1,1,4452,2022-03-21T14:32:28.240621Z,2022-03-21T14:32:28.240636Z,3,4.485,1,gmhp7k,train,val
1476383755371790338,@TwitterUser Die geile hure,1,1,4451,2022-03-21T14:32:22.514371Z,2022-03-21T14:32:22.514388Z,3,4.669,1,gmhp7k,train,train
1455942062763909120,@TwitterUser Bagger wir brauchen mehr Bagger für Windparks und Photovoltaikanlagen,0,0,4450,2022-03-21T14:32:17.050998Z,2022-03-21T14:32:17.051018Z,3,6.178,1,gmhp7k,train,train
1466484730602429952,@TwitterUser wozu sie dann herbringen und die armen diesem rassismus -- der nie enden wird -- aussetzen?,0,0,4449,2022-03-21T14:32:09.822937Z,2022-03-21T14:32:09.822961Z,3,9.107,1,gmhp7k,train,train
1469611248027418880,sollen halt lesen und verhandeln lernen und nicht rumheulen wie die letzte dirne,1,1,4448,2022-03-21T14:31:59.763926Z,2022-03-21T14:31:59.763952Z,3,13.054,1,gmhp7k,train,train
1483753651139186944,@TwitterUser Arbeitest du zufällig in der Staubsaugerbranche?,0,0,4447,2022-03-21T14:31:45.430311Z,2022-03-21T14:31:45.430328Z,3,3.593,1,gmhp7k,train,train
1476269690746019849,"@TwitterUser Aber nicht doch. Das ist dann eine starke Frau. Und ein Mann, dem das nicht gelingt, ist eine Pussy.",1,1,4446,2022-03-21T14:31:40.976132Z,2022-03-21T14:31:40.976156Z,3,347.969,1,gmhp7k,train,train
1086344454351581186,@TwitterUser Weshalb immer diese Weicheiertour? Raus mit dem Pack!,1,0,4445,2022-03-21T14:25:52.101098Z,2022-03-21T14:25:52.101113Z,3,8.001,1,10.1016/j.osnem.2020.100071,test,train
1482415619165363968,@TwitterUser Das ist eine schlichte Tatsache.,0,0,4444,2022-03-21T14:25:43.286833Z,2022-03-21T14:25:43.286847Z,3,4.114,1,gmhp7k,train,val
1478363937188027904,"wieso wurde der kredit für junge familien abgeschafft, den man abkindern konnte?",0,0,4443,2022-03-21T14:25:38.364270Z,2022-03-21T14:25:38.364286Z,3,39.168,1,gmhp7k,train,train
949670440343138304,"@TwitterUser Dank dir Heiko, haben wir die Türkei in Sachen Zensur überholt",0,0,4442,2022-03-21T14:24:58.359154Z,2022-03-21T14:24:58.359169Z,3,22.118,1,gmhp7k,train,train
1476347436285181956,Naaa! Wer ist noch wach und hat Lust auf etwas Spaß?😏 Schreib mir!;),0,0,4440,2022-03-21T14:23:06.314033Z,2022-03-21T14:23:06.314049Z,3,5.836,1,gmhp7k,train,train
1481191186778013952,"@TwitterUser Spätestens mit Mitte 30 und als einsam lebende ""Catmom"" wird das große Einsehen kommen. Dann dürfte es aber wohl schon zu spät sein 🤭",0,0,4439,2022-03-21T14:22:59.643396Z,2022-03-21T14:22:59.643416Z,3,13.492,1,gmhp7k,train,test
1277570072563855104,@TwitterUser Wat ne Hübsche. Ist sie beim IDF?,0,0,4438,2022-03-21T14:22:45.449366Z,2022-03-21T14:22:45.449382Z,3,103.726,1,gmhp7k,train,train
1476296294876557316,Welche dumme Fotze darf ich heute Abend noch aus meinem Hotelzimmer melken? 🐷,1,1,4437,2022-03-21T14:21:00.935286Z,2022-03-21T14:21:00.935308Z,3,5.243,1,gmhp7k,test,train
1480885581630554112,@TwitterUser Ist wohl besser so. Für die Kinder...,0,0,4436,2022-03-21T14:20:54.376601Z,2022-03-21T14:20:54.376624Z,3,3.464,1,gmhp7k,train,train
1467902699962310912,inb4 diese länder uns wegen genozid verklagen und reparationen verlangen,0,0,4435,2022-03-21T14:20:50.178893Z,2022-03-21T14:20:50.178911Z,3,15.129,1,gmhp7k,train,train
1321857203364658944,"@TwitterUser Hallo eine Frage: Warum habt ihr nicht in Zusammenarbeit mit dutzenden islamischen Organisationen einen weltweiten Twitter-Storm gegen Islamismus durchgeführt, als Samuel Paty von einem Islamist ermordet wurde?",1,0,4434,2022-03-21T14:20:34.406509Z,2022-03-21T14:20:34.406530Z,3,138.766,1,gmhp7k,train,train
hasoc_de_1737,ab morgen bei den Friday for no Hirn Demos 🤔🤔     Scheissen für die Umwelt 👍👍👍,1,0,4433,2022-03-21T14:18:14.833666Z,2022-03-21T14:18:14.833682Z,3,9.251,1,hasoc_2019,train,train
1085906370619162624,@TwitterUser Wozu braucht mann heute noch Frauen? Die Männerriege ist doch (selbst) genügsam!,1,1,4432,2022-03-21T14:18:04.878017Z,2022-03-21T14:18:04.878034Z,3,215.092,1,10.1016/j.osnem.2020.100071,test,train
1480568161846140928,@TwitterUser Inwiefern ist das Sein ein Mysterium?,0,0,4431,2022-03-21T14:14:28.579244Z,2022-03-21T14:14:28.579260Z,3,4.838,1,gmhp7k,train,train
1477225258293812992,@TwitterUser Und? Was geht Dich das an? Kümmer Dich um Dein Sexleben und lass andere Menschen in Ruhe.,0,0,4430,2022-03-21T14:14:23.070301Z,2022-03-21T14:14:23.070316Z,3,9.83,1,gmhp7k,train,val
1482363310976773888,@TwitterUser Das haben wir bis 2020 alle so gemacht. Ohne Tests.,0,0,4429,2022-03-21T14:14:12.535272Z,2022-03-21T14:14:12.535287Z,3,9.804,1,gmhp7k,train,train
1471172625988784128,@TwitterUser Kannst ja mal nach ihm googeln 😀,0,0,4428,2022-03-21T14:14:01.946904Z,2022-03-21T14:14:01.946921Z,3,2.817,1,gmhp7k,train,train
1127532319450062976,Stürzi der Gender Bender,0,0,4427,2022-03-21T14:13:58.351063Z,2022-03-21T14:13:58.351079Z,3,15.637,1,gmhp7k,train,val
1227888318903397888,@TwitterUser Gott merkt es wenn man in seinen Kaffee wichst. Der Lehrer nicht.,0,0,4426,2022-03-21T14:13:41.969967Z,2022-03-21T14:13:41.969982Z,3,185.142,1,gmhp7k,train,train
1473597132418732032,@TwitterUser Wie sah denn Europa vor 50.000 Jahren aus?,0,0,4425,2022-03-21T14:10:35.879745Z,2022-03-21T14:10:35.879759Z,3,7.044,1,gmhp7k,train,test
1473594634307870976,@TwitterUser Welche Rahmenbedingungen waren denn für die Briten in Australien anders als für die Aboriginies?,0,0,4424,2022-03-21T14:10:28.095371Z,2022-03-21T14:10:28.095385Z,3,41.192,1,gmhp7k,train,train
1239183704129404928,Eduard Käsebergs käsige Käsefüße,0,0,4423,2022-03-21T14:09:46.158882Z,2022-03-21T14:09:46.158898Z,3,19.211,1,gmhp7k,train,train
1481243320726834944,@TwitterUser 🤣🤣🤣 Beste Entscheidung ever! Ansonsten⬇️,0,0,4422,2022-03-21T14:09:26.243788Z,2022-03-21T14:09:26.243804Z,3,13.379,1,gmhp7k,train,train
1450746917185637888,@TwitterUser 7. Abschaffung aller fff Ortsgruppen um euren dumpfUnsinn sofort zu beenden.,1,0,4421,2022-03-21T14:09:11.641844Z,2022-03-21T14:09:11.641866Z,3,62.195,1,gmhp7k,train,train
1438388964642131968,"@TwitterUser Ich spendiere dir eine Reise zu Lukaschenko und seinen Freunden. Da ist es so schön, da willst du bestimmt nicht wieder zurück.",0,0,4420,2022-03-21T14:08:08.756345Z,2022-03-21T14:08:08.756360Z,3,10.393,1,gmhp7k,test,train
1475418562219101952,vielleicht solltest du dir mal gedanken darüber machen ob du in einem christlichen land leben solltest?,0,0,4419,2022-03-21T14:07:57.622803Z,2022-03-21T14:07:57.622824Z,3,7.656,1,gmhp7k,train,val
1462435406348176896,"@TwitterUser Wie ich diesen Rainer vermisse, das waren noch Zeiten...",0,0,4418,2022-03-21T14:07:49.272242Z,2022-03-21T14:07:49.272258Z,3,5.003,1,gmhp7k,test,train
1446855781664628992,@TwitterUser Die träumen vom sozialistischen end.Sieg über den Klimawandel.,0,0,4417,2022-03-21T14:07:43.505945Z,2022-03-21T14:07:43.505961Z,3,8.88,1,gmhp7k,train,test
